3.0;   2.8150994510346786e-06;   
4.0;   2.8161753798265364e-06;   
5.0;   2.8164097720014566e-06;   
6.0;   2.8158022830777425e-06;   
6.999999999999999;   2.814352762424779e-06;   
8.0;   2.8120612574519955e-06;   
9.0;   2.808928195823036e-06;   
10.0;   2.8049541544856478e-06;   
11.0;   2.800140076076286e-06;   
12.0;   2.794487056938917e-06;   
13.0;   2.787996523027745e-06;   
13.999999999999998;   2.7806700837863027e-06;   
15.0;   2.7725097311974806e-06;   
16.0;   2.7635175765852033e-06;   
