3.0;   1.6033875984829563e-06;   
4.0;   1.5989700198475338e-06;   
5.0;   1.5954851363997086e-06;   
6.0;   1.592929624732596e-06;   
6.999999999999999;   1.5912978181650734e-06;   
8.0;   1.5905816947090284e-06;   
9.0;   1.5907707650724436e-06;   
10.0;   1.5918522101432958e-06;   
11.0;   1.593810764944241e-06;   
12.0;   1.5966288597554637e-06;   
13.0;   1.6002865423449944e-06;   
13.999999999999998;   1.6047616000737905e-06;   
15.0;   1.610029474530523e-06;   
16.0;   1.616063477451702e-06;   
