267236.13963039016;   -2.2903909207193117e-09;   267236.13963039016;   3.1480383698119357e-09;   267236.13963039016;   -8.576474490951164e-10;   
356314.8528405202;   -2.3211547126520784e-09;   356314.8528405202;   3.1021734810339138e-09;   356314.8528405202;   -7.810187683868203e-10;   
445393.56605065026;   -2.3494660061233705e-09;   445393.56605065026;   3.0533938860524465e-09;   445393.56605065026;   -7.039278799265835e-10;   
534472.2792607803;   -2.375251422983252e-09;   534472.2792607803;   3.001732066476709e-09;   534472.2792607803;   -6.26480643493457e-10;   
623550.9924709103;   -2.398440833655236e-09;   623550.9924709103;   2.9472257233107246e-09;   623550.9924709103;   -5.48784889652996e-10;   
712629.7056810404;   -2.4189675500571673e-09;   712629.7056810404;   2.889917785196683e-09;   712629.7056810404;   -4.709502351370229e-10;   
801708.4188911705;   -2.4367685579562405e-09;   801708.4188911705;   2.829856436948603e-09;   801708.4188911705;   -3.9308787899236265e-10;   
890787.1321013005;   -2.451784656262374e-09;   890787.1321013005;   2.7670950918860962e-09;   890787.1321013005;   -3.1531043562621506e-10;   
979865.8453114305;   -2.4639606974096885e-09;   979865.8453114305;   2.701692375886224e-09;   979865.8453114305;   -2.3773167847902806e-10;   
1068944.5585215606;   -2.4732457333177967e-09;   1068944.5585215606;   2.633712078479634e-09;   1068944.5585215606;   -1.6046634515934442e-10;   
1158023.2717316907;   -2.4795931786647363e-09;   1158023.2717316907;   2.5632231139423293e-09;   1158023.2717316907;   -8.362993527260761e-11;   
1247101.9849418206;   -2.482960977714452e-09;   1247101.9849418206;   2.4902994218851317e-09;   1247101.9849418206;   -7.338444183142944e-12;   
1336180.6981519507;   -2.483311779170788e-09;   1336180.6981519507;   2.4150199407092114e-09;   1336180.6981519507;   6.829183846905453e-11;   
