3.0;   1.3424386457067835e-06;   
4.0;   1.385533898153512e-06;   
5.0;   1.428213621323426e-06;   
6.0;   1.4704638827999271e-06;   
6.999999999999999;   1.5122709847698755e-06;   
8.0;   1.553621260527264e-06;   
9.0;   1.594501262955287e-06;   
10.0;   1.6348977120561616e-06;   
11.0;   1.6747974270421415e-06;   
12.0;   1.7141874620519075e-06;   
13.0;   1.7530550100203646e-06;   
13.999999999999998;   1.791387410410634e-06;   
15.0;   1.8291722350129155e-06;   
16.0;   1.8663972130772113e-06;   
