267236.13963039016;   1.0541577168166407;   267236.13963039016;   1.049385382399685;   267236.13963039016;   1.0380495543734676;   
356314.8528405202;   1.053953691641666;   356314.8528405202;   1.0496658052947871;   356314.8528405202;   1.0379731566533403;   
445393.56605065026;   1.0537469260821803;   445393.56605065026;   1.0499421425851452;   445393.56605065026;   1.0379035849224678;   
534472.2792607803;   1.0535376386040778;   534472.2792607803;   1.0502141346326712;   534472.2792607803;   1.0378408803530446;   
623550.9924709103;   1.0533260542096505;   623550.9924709103;   1.0504815246927361;   623550.9924709103;   1.0377850746874069;   
712629.7056810404;   1.0531124041482396;   712629.7056810404;   1.0507440593790447;   712629.7056810404;   1.0377361900625088;   
801708.4188911705;   1.0528969256096494;   801708.4188911705;   1.0510014891294226;   801708.4188911705;   1.037694238850721;   
890787.1321013005;   1.052679861396889;   890787.1321013005;   1.0512535686739246;   890787.1321013005;   1.0376592235189794;   
979865.8453114305;   1.0524614595864874;   979865.8453114305;   1.051500057500692;   979865.8453114305;   1.0376311365026138;   
1068944.5585215606;   1.0522419731674508;   1068944.5585215606;   1.0517407203201534;   1068944.5585215606;   1.0376099601021889;   
1158023.2717316907;   1.0520216596671033;   1158023.2717316907;   1.0519753275251058;   1158023.2717316907;   1.0375956663975845;   
1247101.9849418206;   1.0518007807625502;   1247101.9849418206;   1.052203655647138;   1247101.9849418206;   1.0375882171801054;   
1336180.6981519507;   1.0515796018771093;   1336180.6981519507;   1.052425487804357;   1336180.6981519507;   1.0375875639083258;   
1425259.4113620808;   1.0513583917612965;   1425259.4113620808;   1.0526406141465876;   1425259.4113620808;   1.0375936476819088;   
